AAPL_SI,AEP_SI,AMGN_SI,AMZN_SI,BA_SI,BAC_SI,BCH_SI,BHP_SI,BP_SI,BSAC_SI,C_SI,CAT_SI,CHTR_SI,CMCSA_SI,CODI_SI,CSCO_SI,CVX_SI,D_SI,DHR_SI,DIS_SI,DUK_SI,EXC_SI,GD_SI,GE_SI,GOOG_SI,HD_SI,HON_SI,HSBC_SI,IEP_SI,INTC_SI,JNJ_SI,JPM_SI,KO_SI,LMT_SI,MA_SI,MCD_SI,MDT_SI,MMM_SI,MO_SI,MRK_SI,MSFT_SI,NEE_SI,NGG_SI,NVS_SI,ORCL_SI,PCG_SI,PEP_SI,PFE_SI,PG_SI,PM_SI,PPL_SI,REX_SI,SLB_SI,SNY_SI,SO_SI,SRE_SI,T_SI,TSM_SI,UL_SI,UNH_SI,UPS_SI,VZ_SI,WMT_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
146189600,4572300,4507100,97872000,5110400,106591700,127400,2527855,10802700,175500,29370700,5543100,1442200,18319400,154900,28688100,7175600,7296300,2696710,11797700,3584600,7940928,1555500,17895704,31574000,4582100,2457300,10349000,226100,25650200,7736200,19491800,17088900,1469100,3750300,3233700,4715100,4851096,8907400,11411148,32527300,9558000,622800,1457400,12489200,5340300,6232700,38633421,10148300,6642500,2782600,150300,12761500,1067100,13002000,2589800,45830657,9621800,1050600,3464300,3775700,15041200,27938400,18114400,2019-08-14,26035.080078125,17.809999465942383,2894.14990234375,56.7400016784668,1500.0,1.6009999513626099
108909600,2874200,3065800,75182000,4721800,70192000,108500,2144361,8901300,117700,16340400,4171900,1320200,14375400,162000,61129100,6272600,4899000,2536082,7590100,2384800,7253247,1200800,80465058,24374000,4199700,2220400,6716800,150400,21896000,7251200,13365600,12393200,1066900,3364300,2774100,4366000,5325429,6363500,9543612,28074400,7865600,638200,1479000,11257000,12635100,3701800,30713665,7758000,3980200,3406100,177300,20155700,995900,5623600,3126400,32262702,7690100,1030600,2513500,3698000,12124000,59438700,12874400,2019-08-15,25514.25,21.579999923706055,2846.199951171875,54.900001525878906,1519.800048828125,1.5570000410079956
110481600,2131000,2922500,60360000,3866600,70841700,149000,2611257,5367200,130400,16450700,3551900,1188100,14052100,56600,24471800,6239100,3594300,2243254,6353800,2285500,7611598,1450900,49935166,26266000,4093600,1748200,4915600,122500,22701800,5858900,11830600,14288700,821400,2718100,2475900,4758100,4164233,6986700,9156271,24449100,10488400,468200,1257600,9913100,5123500,3405000,30012334,8302400,3302500,4934700,135600,13561300,973000,6259100,5195600,41180372,4845700,890400,2810000,2723300,11923500,32895600,12649000,2019-08-16,25678.169921875,20.479999542236328,2864.739990234375,54.7400016784668,1524.5999755859375,1.5369999408721924
97654400,1734100,2974900,56326000,2335600,44964800,128400,2137074,6058700,267200,13312700,2630900,1219900,13908500,92300,26384800,6443700,3665600,1809538,11741800,2632000,5586269,758200,22398591,24632000,6413600,1647200,3778100,113600,21403600,4958000,8265400,10936200,799900,2502300,2721100,6106800,3824808,4439900,7655221,24355700,5632400,481600,1123100,8273100,47553300,3101200,21997296,5867100,3108100,5827100,177000,11073600,1117700,4640400,3122600,34603667,3797600,624900,2672300,2382600,11011900,21534300,10032800,2019-08-19,26020.060546875,17.93000030517578,2913.47998046875,54.959999084472656,1507.199951171875,1.5959999561309814
107537200,1450400,2710800,38590000,2039000,47665000,151300,2562382,4826200,133700,9815800,2402000,1098200,15758100,107300,18201600,5150900,3206700,1750543,8628000,3611300,8643050,941700,20525588,18310000,12452600,1726200,2650800,71200,23113300,7302000,8374000,8176700,920600,2583600,2333800,11295400,2465793,5619400,6176598,21170800,8316000,344200,1754000,7577800,20851100,3160300,19932510,6744300,3656000,2704400,99000,7770100,1742100,4010300,2870800,28856448,7540300,634900,3201300,2599100,9892600,18336900,9743500,2019-08-20,26086.859375,16.780000686645508,2919.010009765625,56.099998474121094,1497.5,1.5789999961853027
86141600,1332100,1755200,40636000,3265600,47785400,63400,2827498,5033800,148300,14692900,2783000,973300,11329400,109100,18365400,4578400,3300300,1645188,6325000,2754400,5300261,1012800,17105978,14814000,7938600,1732200,2403800,73600,15915000,6912800,8189300,10886500,791500,2492200,2053200,6549300,1941826,5323600,6486072,14970300,7483600,265300,2137600,6113100,12413000,2936900,19208728,4037400,3311100,2075300,123300,6427200,1075700,4406500,1966600,29013606,3914600,647400,2761900,1906900,7637300,24469200,10134200,2019-08-21,26145.359375,17.010000228881836,2922.0400390625,56.04999923706055,1504.9000244140625,1.5859999656677246
89014800,1625600,2677600,53070000,8320900,49353700,93500,2415082,4551800,262500,9718500,2118200,891900,9960500,93000,21515100,4362100,3569300,1403909,6967100,1945500,5146041,634000,13672704,18950000,4544600,1940000,1970100,121400,19783000,7213500,9343400,7467900,742600,2975800,2550600,4402600,1724154,8287000,6588776,18697000,9159600,322200,1532700,6744900,7325200,2484200,16933142,4558400,3681200,2677500,188100,6975600,979300,4368700,1792200,28412643,3145600,603100,4498200,3005000,9272200,17986200,8972000,2019-08-22,26271.640625,16.1200008392334,2930.93994140625,55.939998626708984,1495.0999755859375,1.621999979019165
187272000,2253100,3416200,105416000,11518700,81880700,90900,3621054,7434900,174400,17997900,6102000,1333600,18196700,114800,25871100,7653400,3525200,2547926,10190900,3153900,9783156,1618100,25801529,33740000,5769300,4342900,4864100,129600,32814000,15714000,14762300,14160400,1392700,4415000,3662300,5316000,5051784,10740100,10608694,38508600,10485600,482600,2114700,11374500,7666000,4239500,27765311,7336800,4263800,3877500,185100,13952100,713300,4926200,1794200,44827992,7526900,659300,4826600,4375800,13203000,18710100,15371900,2019-08-23,26134.2109375,16.149999618530273,2911.070068359375,55.349998474121094,1493.5,1.6109999418258667
104174400,1625500,4005200,61600000,4661100,41499100,83400,1825324,5171900,205400,10628800,5200400,1460500,13009600,92500,14820100,3966400,1731700,1648798,8093800,2037100,5579119,632100,11634356,24522000,3680200,3094000,1718900,56600,22080500,8889500,8209500,9226900,688100,2184400,2553100,3092600,2649499,12763200,6041825,20312600,7455200,249500,859500,8582300,5312000,3954100,17468680,5661500,11518000,2376300,92400,11611200,553400,3838100,2565400,30713225,5519000,367400,2918300,3215800,9486900,17807100,7343900,2019-08-26,25826.05078125,20.34000015258789,2866.699951171875,53.25,1543.199951171875,1.5169999599456787
103493200,1339000,3394000,60394000,3740300,52517000,322500,1977444,6306700,207100,17219300,3160700,1014000,12508000,93700,20859000,4237100,3499700,3413441,6013600,3668000,13647629,623700,13255982,21544000,4311700,2530200,2604700,61600,16925500,20183800,14331800,13537000,760300,2169400,2070000,4429500,2728196,58065900,6527049,23102100,9541200,498900,1179300,13853100,4596500,7187800,24715351,6996300,41583100,3224300,141900,10000600,910800,6155600,3266800,42475509,4192800,892000,4988100,2883900,16953900,17201100,9490900,2019-08-27,26014.4609375,20.18000030517578,2893.139892578125,53.7599983215332,1530.5,1.5130000114440918
63755200,4525300,3789300,48394000,2402000,45897900,125900,3005737,7612300,72700,12343500,3187900,806400,11761100,81000,11187600,4153500,2133900,1845521,5950500,2639200,7443498,533600,11576392,16040000,3066700,2363400,2355300,54800,14888800,9878800,10585500,10046400,820500,2306900,2146100,3924300,2806892,20298000,6159934,17393300,11356800,509700,975100,7499000,4385000,3972600,26047924,4600300,18953200,3988500,91800,11557000,1016700,5194400,2432800,32261114,3586000,1211400,4847600,2609900,15238900,16113000,9647400,2019-08-28,25712.990234375,20.549999237060547,2861.280029296875,55.709999084472656,1538.0999755859375,1.4579999446868896
83962000,1856900,2391600,60302000,2717500,55432900,151900,1272671,7093500,131600,11478200,3442900,892000,11339500,103000,14733400,4467300,3071700,2486338,6532700,2231400,5040611,1300400,11785596,21768000,4184200,3919300,3380500,73000,17803800,6749900,10002200,9262800,1063500,2297200,2729800,3992900,3791918,18214200,6321012,20168700,8512000,369200,976300,6858000,9033700,3045200,19610302,5011500,13238200,2206700,271500,12614300,2364800,4883300,2888600,30840594,5171600,893800,4052500,2708100,8538000,15811500,9004100,2019-08-29,26249.08984375,19.020000457763672,2910.3701171875,55.880001068115234,1537.5,1.496000051498413
84573600,2584700,2621300,61174000,3147000,41326200,119900,2313632,4757400,255700,11844600,2912000,1140400,15484500,97700,19248400,4881100,3623600,2211218,5622200,2157900,7675109,1149500,9494847,22596000,3768300,3156600,2621800,65300,16922600,7371100,10170300,8746700,760700,2600300,2733700,3776500,2352532,13984600,6795127,23940100,11786800,400000,1527900,7920000,5226400,3742800,18873346,6007100,9045000,4791300,167100,12443800,1473600,7426700,2080600,28610448,5382200,659200,3384100,2209700,9962200,17115900,9180800,2019-08-30,26476.390625,17.940000534057617,2937.090087890625,56.630001068115234,1524.5999755859375,1.524999976158142
80092000,2043800,2193000,70860000,4272200,50743100,120900,1776785,3908100,149100,11991500,3780600,977800,12712000,135700,17009400,5672500,3118400,2166550,5997400,2620200,7998550,826000,13572847,29598000,4139400,2799500,2868200,73400,15003800,5710200,9868800,12991400,891700,2350800,3183100,4360100,2195617,8934800,6695882,18869300,9718400,612200,2018200,10128000,6418700,2989800,26624989,4959300,4466900,4085800,297600,9366900,1490500,9082500,2298400,27196284,4748000,651700,3382300,1981800,10470100,17828100,9849700,2019-09-03,26198.259765625,20.959999084472656,2909.010009765625,55.0,1522.9000244140625,1.4830000400543213
76752400,1782700,1935700,46482000,2737100,40862500,43100,2811468,4314900,171300,9689800,3688400,1492900,26196000,92800,13691300,4595600,2718000,1764982,4285400,2102600,7184549,963300,18790362,21378000,3132900,3974700,4398600,83500,23450700,4807200,6929200,10718100,792200,2631000,2252200,4320900,1801894,7839500,7868070,17995900,8909600,372600,1357900,10558300,4176800,3201700,20649441,5586900,5386700,2825500,114600,11018400,1425600,5577900,1658600,27455656,4460900,474500,4526100,2732900,9232200,17348700,6959200,2019-09-04,26301.990234375,18.229999542236328,2924.669921875,53.91999816894531,1549.0,1.4930000305175781
95654800,2318800,1685300,66216000,3643300,63413700,211000,2226082,5920600,183200,14723500,5355100,1113400,22075600,148300,18434200,5394300,3943100,2517132,5143500,2721200,12926440,818600,17433537,28162000,3373100,4511600,3022200,71800,30014200,4754100,13224700,13677000,941500,3808300,2752100,4148200,2895994,9043300,7524954,26101800,17661200,605800,1119300,10414500,5397200,4994600,22096794,7491900,6613400,5184500,137400,12117900,756900,6242300,2406600,28784687,7698300,651800,4256900,2854900,9232300,17479200,9901500,2019-09-05,26603.150390625,16.920000076293945,2960.60009765625,55.95000076293945,1551.0,1.5199999809265137
77449200,1447900,2388000,49938000,3022600,56054100,85300,1899759,5984600,310300,10476000,3315700,973800,13101800,98000,17939100,4578200,3740300,1931249,4090000,2578000,6747405,699000,8596517,21442000,3237900,3327800,1645700,71300,17067900,6758300,7836600,9093500,701100,2783300,1976500,4484900,2107711,10429600,7047695,20824500,9130400,485700,1219000,11636100,6305500,3051600,20873416,5306900,6130000,3846400,63900,11976700,932100,4680700,1848200,38748316,4325300,435200,4183200,2116500,8920200,13039200,10418500,2019-09-06,26790.25,15.920000076293945,2980.330078125,56.189998626708984,1517.300048828125,1.6050000190734863
109237600,3278500,4353200,59990000,4183300,68629300,47700,1854470,5305600,349700,20193300,4433300,1192900,16383100,78600,21175100,5048000,3848800,2285779,5458700,2935100,7005233,1612300,10023906,29438000,4449100,4991800,4295200,159500,20749700,7684700,13985100,10814900,1146900,4795900,2569600,4652700,3697195,10164500,12040786,25773900,8297600,559900,2163800,17803800,12042500,4062100,24675616,7662400,5528100,5161100,114300,13461600,1251200,4730900,2336800,156054584,4677000,803300,3895600,2882300,12848700,17921100,12840200,2019-09-09,26866.23046875,15.260000228881836,2988.429931640625,56.79999923706055,1509.0,1.5959999561309814
127111600,3370100,4866300,52278000,4547200,71066200,58800,2277760,6787900,508400,18146200,8479700,1367700,17566700,81600,16119200,8728800,3233300,4356674,10974600,3179600,8463874,1097400,12563304,25202000,4210600,4221600,4841300,109100,18532000,8239500,14333100,12038200,1297600,8683800,6407600,5063900,3875279,11305600,18087432,28903400,11094800,491400,2153100,19976400,9931200,4175000,32250397,9582200,7401900,5580600,120300,19638200,1287400,4459100,2506600,63577950,5001600,788500,4257600,3070200,13987000,14572200,13810800,2019-09-10,26805.830078125,15.529999732971191,2971.010009765625,58.029998779296875,1498.5,1.6469999551773071
177158400,2003500,2875300,48656000,8437000,53982200,278400,1642826,12265000,244400,11858800,7592600,751400,12874400,88700,18656000,5509500,4484300,3226982,7896400,2756500,5083512,836500,11455328,26140000,2978300,4047500,3324100,98300,18968900,6203600,9919200,9740400,1125300,6342300,3393300,6209100,4280604,16156100,10602197,24726100,8818000,457000,1182000,16749400,6631400,5005100,16963181,7565500,8443100,5699400,99600,17918600,1208900,4344200,2646200,72914534,4016800,670100,3168100,2437000,12241500,15852300,10525700,2019-09-11,26928.05078125,15.329999923706055,2981.409912109375,57.88999938964844,1491.699951171875,1.7300000190734863
128906800,1755700,4448000,56470000,4495300,72943900,357900,1691589,5299700,145400,15528700,5594600,1233700,18660000,100500,16546700,5818300,3063900,2459830,7333900,2339400,10654779,1042600,13666384,34518000,3366100,2777500,2713600,77500,23308700,5250000,12283500,12357900,855100,5497900,3439100,5203200,3432998,9625500,8416698,27010000,8671200,398000,2559400,28184400,6850300,4146900,16692303,6194300,6242900,4569200,134700,13089500,1773100,4333700,2855000,56491108,6577900,631900,4713700,2224400,9491400,13422900,9100700,2019-09-12,27197.3203125,14.6899995803833,3009.080078125,55.93000030517578,1499.5,1.7009999752044678
159053200,2014200,2428800,39426000,3628900,79657000,78400,3073446,4068700,91400,14313100,3704900,890800,11732700,88400,15867800,4885400,3669200,2427118,5209100,3322200,11474108,1064600,9146903,26028000,3805500,2739600,2659900,147700,18010800,5369800,16257200,11486100,898600,4631100,3791800,6828600,3030903,21099500,7521496,23363100,8213200,363000,2523300,14736700,18977200,4008200,24099605,6777400,10572800,6400500,182700,8453300,2063000,5492500,2323200,51934430,6231100,531000,4523200,3107300,10719300,16915800,7337200,2019-09-13,27216.669921875,14.15999984741211,3012.2099609375,55.150001525878906,1490.9000244140625,1.7940000295639038
84632400,2219300,1597400,73510000,3055500,43391300,85200,2678742,19987200,223200,12063700,2876500,908900,13581700,102000,13025600,10683900,2517600,2609290,6329300,2934600,5920786,1550900,9178805,21066000,3120200,2427700,2391600,105500,13354600,5101700,11993900,11172000,1689900,2755100,3437700,3402100,2941323,16502700,6191270,16731400,5033600,492900,1153100,15204200,5830200,2953600,19877070,9626700,10547300,4519000,142500,22533100,1263100,4658600,2994800,65127428,3716300,878500,2973600,2294400,10950500,18270900,19830200,2019-09-16,27146.060546875,14.890000343322754,2996.409912109375,61.47999954223633,1506.5999755859375,1.8339999914169312
73274800,2788100,2447400,39648000,3269500,48284900,106400,1507969,14025000,366900,10916900,2888900,736600,9894800,76700,16070600,7246500,3281200,2050704,4726500,2615600,7875455,1212800,7614962,19102000,3732500,2287200,1838100,56300,19641100,4976400,10735400,11347400,975800,2929500,3667900,4290900,3248814,11659500,7375405,17814200,7596800,649900,2376600,11111400,6573800,4013300,22091945,6377100,7752700,3303200,89700,13493400,1830600,3962000,2842800,46375748,6110900,975700,2392900,2007500,8801700,13813500,14452200,2019-09-17,27010.119140625,14.920000076293945,2995.669921875,61.959999084472656,1497.9000244140625,1.815000057220459
101360000,2969500,1897800,50112000,4186400,66640400,40600,1667263,6728900,120100,11234500,3005700,808600,12996900,49800,12563800,4801500,4502700,2944193,6857900,3066500,5081549,1208400,8079777,22702000,3341800,1831700,1531100,106100,14906800,4373600,10665600,9700400,780300,2975900,2534800,5486000,2507653,13290500,6943734,23982100,7681600,527600,1424200,8911800,9438600,2647800,19679550,5684200,7359600,4126600,45300,6949000,1655800,3896900,6213400,49625374,4044800,856900,2960500,4116500,8451900,11868000,7292200,2019-09-18,27075.390625,14.609999656677246,3001.5,58.810001373291016,1508.9000244140625,1.774999976158142
88242400,1200200,1483400,40630000,2928800,43035700,29600,1345985,5830800,96500,10069100,2725700,831500,10501200,61400,15349400,4034500,3032700,2957390,12216100,2049900,5117861,1299000,6808664,19920000,3134000,1950200,1197800,109500,11428400,4730100,9382600,7560300,1044400,2623800,2552000,3646400,1941108,22526700,6922774,35772100,5906800,416900,901900,14855000,9423700,2804500,17746409,4525800,8374200,3692200,115800,6234900,993700,3502700,3255200,35751178,6422700,623300,2666700,3733700,7651700,10141800,8050200,2019-09-19,27186.05078125,14.65999984741211,3010.360107421875,58.20000076293945,1496.0999755859375,1.7580000162124634
221652400,3147400,6680400,106838000,6643000,167269000,318400,1603030,5386800,141700,26002100,6412300,2848400,27252500,127600,48301300,10420700,8128700,5756748,25231600,5069100,14513504,7626700,11542705,45400000,7687700,5050400,2640800,152800,37067900,12053100,21862800,19211500,2106700,5540800,5979300,7342900,4423884,31224800,23631247,39167300,19007200,481900,1913000,59517000,17629100,6671100,45990658,15362000,15987500,6037900,297000,17917800,3554500,7474800,4704800,102573987,7249200,1070000,6220100,5308400,21019900,33997200,19736600,2019-09-20,27102.1796875,13.9399995803833,3008.419921875,58.650001525878906,1503.0,1.7929999828338623
76662000,1610400,1683900,58446000,2674900,52048300,307400,1918031,3797600,214700,9546300,2723500,1036800,13438500,77600,16450000,4705500,3247600,2029836,6096100,2089100,6648845,1318100,6723554,21248000,2754000,2325500,1220400,65500,18916600,5183700,9135100,6485300,1132200,3092000,2812100,3268200,2318566,10826000,8909572,17139300,6634000,390900,1941800,13863100,10045100,3346500,17295191,6060400,6967500,2950800,109800,5849400,1750600,3888900,2537200,28592972,4347000,587300,3281200,2999900,8437000,15487500,7495200,2019-09-23,26851.44921875,15.350000381469727,2983.5,59.25,1515.5,1.6970000267028809
124763200,2195900,2322500,92320000,3533300,64806900,149700,3928993,6289500,147100,16801900,3370700,1291000,20731100,83700,26717200,6232100,4284000,3469502,11904000,3166100,6900504,1817900,10702559,31664000,4511300,2638200,1602400,117700,28197400,7102600,11696500,10093000,1162400,4120300,3049800,6023400,3572213,11577900,9377085,29773200,8674400,555900,1360600,15354800,30069700,4798500,24186560,7633200,8846900,5025600,156900,12212700,2769900,5090400,2369600,36647790,7592200,640800,5006800,3160500,12846300,21819300,13307100,2019-09-24,27034.0703125,14.770000457763672,3002.429931640625,58.439998626708984,1515.0999755859375,1.7039999961853027
87613600,2354300,1779900,69864000,4705500,45807700,47400,2154338,12022800,149900,12243000,2354100,1836900,22128500,121800,14013500,3762500,3663700,2355828,6523000,2383600,6336339,1755900,8799802,29060000,3716700,1645000,1197400,92300,19486700,4522900,9389400,10248400,1336400,4083600,2414500,6715100,3298807,26028300,7290936,21382000,8423600,406600,1336300,11607200,9917900,3579500,20269685,5812600,20435300,5628200,130200,11344800,3775900,4208300,1908200,29563331,6719500,960900,4658000,3203000,8088100,13840800,8035200,2019-09-25,26866.7109375,17.049999237060547,2968.35009765625,56.70000076293945,1527.5999755859375,1.6540000438690186
75334000,3104900,1877800,70736000,2520400,33198100,43300,1321099,8064100,154900,8555500,2227400,2118300,22216300,115300,20172900,7834400,2497400,2073941,11615100,1986100,5377792,1176300,7469661,30760000,4200600,1983000,2228500,94000,11351800,7545800,9899200,10031200,875400,2924600,3053100,4042500,3304907,11894400,8104918,17456600,8703600,510100,2423100,13324300,10148700,4309600,17059728,6984800,5954400,3719600,110700,12359300,4297300,2890300,3427800,25490045,15832500,647500,10444400,1999400,7438800,11960700,8420200,2019-09-26,27004.109375,16.229999542236328,2985.72998046875,56.689998626708984,1507.5,1.718000054359436
101408000,2178500,1770300,78144000,2730800,41336600,56400,1694392,3739900,197400,11559700,2214300,1255000,15005300,188700,16065300,6850700,2793900,1879474,8401300,1960700,6509065,1140800,6121624,27078000,3152000,2514800,1729400,163900,14845700,6006500,10207800,7939900,751800,3175700,2333200,3111800,3432879,8618500,7827093,22477700,7501200,949200,2326300,12391100,9651800,3559400,17583671,5589800,4142900,3469500,76500,9969900,1854700,2991400,3558000,32070987,9610400,695800,4834900,2456000,7799000,10304100,8224000,2019-09-27,26987.259765625,15.770000457763672,2985.469970703125,56.5099983215332,1504.199951171875,1.722000002861023
103909600,2048200,2492300,52894000,3183300,39191000,43700,1834292,4095500,186200,8661000,2795300,838400,13892900,276900,14903600,6108300,2711100,2460281,5532500,2501700,5462192,1187700,7040620,28082000,3249200,2079500,1716400,137600,13652100,6552100,9755000,9808700,1293200,3128700,2488000,3627500,3000166,9891900,9806974,17280900,8937600,649000,1463100,17445100,9336100,3705200,17205391,5206900,4908900,6774700,131700,9583500,1751000,3441800,5027600,37524676,8396900,875100,5286300,2639000,9709400,10204200,9768900,2019-09-30,26852.330078125,17.229999542236328,2967.070068359375,56.540000915527344,1495.9000244140625,1.6990000009536743
139223200,2926400,2331000,61690000,2943800,49434400,31800,1510099,5611100,215700,12428500,3718200,1062300,15177800,217300,24185600,7116600,3095100,1894814,5978500,2009200,6557434,1582900,13799506,25470000,3335400,2793200,2880100,118900,18413100,7673000,11250300,14261500,1240000,3066400,4811900,3539600,3912714,7696100,7050001,21466600,6727600,288500,2343400,16443200,8682300,3638900,22013001,5415700,7555000,3859600,92100,12617900,3729800,3022400,2713800,30502974,11575200,2030100,5523600,4295800,8381600,11187900,10279100,2019-10-01,26962.5390625,16.020000457763672,2983.68994140625,54.279998779296875,1468.699951171875,1.7269999980926514
138449200,2495300,2250800,66022000,3698300,52293100,70600,3472410,8522200,300400,14760900,4255800,1148800,17195700,138300,30722400,9702400,3561500,3237134,8296100,3044000,5987942,1201800,9534413,32302000,4336100,4520100,3445500,147900,20078700,12051800,12548700,14343600,1759000,4308900,4171400,4413800,3554871,9586900,8762433,30521700,8138400,583800,2224500,15923700,14649000,5728600,22458000,6755100,7000600,4546500,150600,13468900,1866800,4189000,3146000,34764268,5785200,1179800,4921200,3903400,12011700,17833500,14503700,2019-10-02,26425.859375,18.75,2924.780029296875,54.0,1476.5999755859375,1.6339999437332153
114426000,2473700,1888500,69364000,2623900,53015800,116200,2324506,7910000,158500,12646100,3110200,798300,11345000,112500,15915500,5315300,4008200,2151322,8498700,3015800,6782596,870600,11762643,32424000,2777700,3088200,2888000,88800,16320100,6997600,12735200,13817500,849800,3948100,3499900,2955200,3618737,11412600,5790095,24132900,8017600,289900,1914900,11268500,9749200,8829700,22076135,5171000,3550900,4346000,76500,11557200,1078900,4216200,4023400,26973322,6091600,1312100,3375800,2936300,9769300,15619500,10788400,2019-10-03,26039.01953125,20.110000610351562,2885.3798828125,52.470001220703125,1497.4000244140625,1.5839999914169312
138478800,2873000,2158200,49438000,2008400,42641800,76300,1627132,6780400,85900,10977100,2442300,1074500,14900200,63900,16718800,4757300,4538100,2161474,6732900,3129600,4701467,904900,10487838,23248000,3163100,2741600,2289800,50500,12644900,7233300,9453100,9295400,762200,2671400,2220300,3421500,3165094,12485900,7504518,22897700,6552800,329500,1684300,13659500,16320300,5278700,18065349,4377900,4381300,3376000,80100,10554400,1280200,3556700,1975800,29014268,5704200,1017000,3700500,2321800,9824900,13881000,10534800,2019-10-04,26271.69921875,19.420000076293945,2918.56005859375,52.290000915527344,1505.5999755859375,1.5379999876022339
122306000,2234200,2199300,43094000,1931800,36742400,43500,1449117,5651400,116800,7835500,2334500,969800,12190800,108800,14625200,4694000,2731700,2074618,5784100,2311700,6570753,928100,6454560,16858000,2917600,2214400,1898800,49300,12081400,5427200,6771600,5964900,850100,2861900,3057000,3991000,2955555,16154000,5086154,15303700,6154000,861900,1930500,12352100,15769700,4273300,11759373,4749700,5370900,3384900,103800,15854500,828000,3355000,2038600,27852194,11059000,641400,3843200,2775800,13744600,14085000,10993000,2019-10-07,26502.330078125,18.270000457763672,2944.22998046875,52.689998626708984,1504.800048828125,1.5390000343322754
111820000,2013400,2032600,50840000,4030200,58201100,53200,1653587,8345900,154100,13500700,3530000,1226000,14241800,69800,23022400,5323900,2742700,3074702,6526000,2470800,6145527,1377500,9129448,20786000,3438500,3418100,2605100,65000,17409100,7870400,10806300,13301900,1001300,2818900,2555900,4633800,3327033,9985000,6416694,25550500,6968000,923100,1517000,14771500,10709000,4074900,14761270,5545300,5773900,4880700,78900,16807100,563300,3510900,2479800,37298007,13089700,778000,4817000,3373900,13832800,15375300,9748700,2019-10-08,26276.58984375,17.610000610351562,2920.39990234375,52.810001373291016,1489.4000244140625,1.5199999809265137
74770400,1752600,1292900,40870000,2774100,37511400,187700,1630495,4499600,78800,8357800,2557300,624400,10439800,55800,16768600,4601700,2764000,1838302,5004600,2608800,4273436,962700,6589067,17354000,2657600,1680400,2461800,53900,11834900,7787700,7273700,7135000,712000,2169600,1745900,2901200,4016886,7764100,4660875,19749900,6004000,1232900,1354200,12803100,3170400,3065300,13634333,3775600,3831200,2789000,101100,12176900,627000,2897100,1602200,32517572,11033100,617600,4483100,2553200,10609200,11710200,8580900,2019-10-09,26308.23046875,19.940000534057617,2911.10009765625,52.56999969482422,1507.699951171875,1.5579999685287476
113013600,1739900,1297500,51504000,2723700,48239300,59400,2378089,8344100,113300,9817000,3242900,693800,9366400,89800,24698500,3555500,3258100,2012014,4512000,2382200,6922095,796700,6128666,16932000,2781500,1613100,2559400,80400,13907900,5119700,10994100,8942900,690200,2194700,1853100,2797200,3817632,10563700,8580290,17654600,7465600,529100,1874000,13789000,44576400,2191000,12198680,3943400,3885800,4120600,84900,12784900,776400,3601000,2054400,30928905,9566500,624900,5252200,2209500,11832100,13024500,7100100,2019-10-10,26317.349609375,19.280000686645508,2918.550048828125,52.689998626708984,1511.199951171875,1.5839999914169312
166795600,1818000,2472200,65100000,3935400,70008600,51700,3100013,6911600,176200,14921700,6747800,1235400,22961800,152500,25153600,5134200,3088600,2200051,6559000,2320000,6187026,853400,11202546,25454000,3459200,2244900,6553300,68600,24072500,7161400,15076500,8981700,1327000,3493000,3945700,3652800,5585559,7714800,6229626,25446000,8301600,1162900,1124800,18675200,39516000,2761400,18446054,6292200,6289000,7113900,94800,12652600,700100,3459100,1850000,36655734,7499100,821100,5891600,3083300,11349000,18383700,10101900,2019-10-11,26694.19921875,17.350000381469727,2963.070068359375,53.880001068115234,1491.9000244140625,1.7079999446868896
96427600,1504300,1638200,38204000,2124500,36040100,29300,1329954,3237800,143100,11398600,2851500,690000,10105100,162000,15076900,2571300,3246500,1241138,3710300,2483600,3741097,591400,6832219,17350000,2183900,1055900,6630500,59800,15016800,5700000,8779000,7306300,622300,2042500,3088000,1906900,3910681,6743000,5513214,13304300,4711600,590100,1235100,11079600,12715800,2371500,8700981,7360200,4137500,13882700,121500,9294400,670200,2890700,1941400,27506894,7974000,721400,4075300,1960300,6876100,13719900,6234600,2019-10-14,26766.4296875,15.65999984741211,2965.81005859375,54.900001525878906,1484.4000244140625,1.7330000400543213
87360000,1546400,1492800,62234000,2836600,78656000,86300,2721452,5254500,126300,22030100,3289000,1282900,9026200,209900,18794400,3742700,2383600,2355264,5914700,1904600,4764136,818000,7791583,27634000,2663300,2814500,5600900,58500,18878100,10008800,23379000,9564300,835300,3006600,3766800,2720500,3705926,7003900,5205102,19695700,5672400,1070200,1378600,9150100,6959000,3369300,15178232,11113900,4085900,10662100,92700,8943600,659700,3648200,2058200,30063141,9323200,1081400,13397700,2616300,11679200,13550100,6645700,2019-10-15,26811.19921875,13.9399995803833,2973.610107421875,53.5099983215332,1488.9000244140625,1.690999984741211
